12JB014657|ACTARIS|11204006001|0.00|13765421
13KE078205|ACTARIS|11204017101|0.00|13731692
03964684|SOCAMOUSSON|10102102001|0.00|11032758
121010001012|UNKNOWN|12101000101|0.00|
121010001015|UNKNOWN|12101000101|100.00|
121010024013|UNKNOWN|12101002401|100.00|
121020016012|UNKNOWN|12102001601|100.00|
02308312|FUSION|11204039601|0.00|11017539
07021464|SCHLUMBERGER|05090031801|0.00|10884015
03608394|SCHLUMBERGER|12104000601|0.00|10680565
12260255011|UNKNOWN|01226025501|100.00|
14XF019391|SCHLUMBERGER|12404006801|0.00|13909276
15XF003518A|SCHLUMBERGER|13364001601|0.00|13955545
16JE009452|ACTARIS|05291000300|0.00|14201752
16JE009452|ACTARIS|05291000301|0.00|14201752
16JE009452|ACTARIS|05291000302|0.00|14201752
15JC116002|ACTARIS|10203090401|0.00|14192972
15XF023690|SCHLUMBERGER|06585619701|0.00|13982023
15JB002071|ACTARIS|15203003301|0.00|13979731
15JE116421|ACTARIS|08072722801|0.00|14105147
15JE116471|ACTARIS|05193058100|0.00|14105153
15BU043087|SCHLUMBERGER|12501004801|0.00|
07611697|KENTMETERS|15203003201|0.00|10938663
16JE059168|SCHLUMBERGER|15100048402|0.00|14230913
04243104|SCHLUMBERGER|05090031201|0.00|10029421
04002619|SCHLUMBERGER|05291065200|0.00|10541310
04002619|SCHLUMBERGER|05291065202|0.00|10541310
91009365A|KENTMETERS|03018001000|0.00|10327072
08000917A|KENTMETERS|13331000101|0.00|13199453
10057059|SCHLUMBERGER|05920009201|0.00|13242572
13JB004819|ACTARIS|05293059200|0.00|13699373
90500016|KENTMETERS|05291005900|0.00|10682332
90500016|KENTMETERS|05291005901|0.00|10682332
08AF020775|SCHLUMBERGER|09058010001|0.00|14159437
16JE059161|ACTARIS|05292068900|0.00|
08023872|KENTMETERS|02128019701|0.00|10038599
05213233|KENTMETERS|05291063800|0.00|10029977
12JB012199|ACTARIS|10102105601|0.00|
15XF023243|SCHLUMBERGER|05193068701|0.00|14002022
11KE148911|SCHLUMBERGER|09025035602|0.00|
