1STW-TWU01|01-APR-16|31-MAR-17|1STW-TWU01: Trade Effluent NHH Con_Vol|Active||Test|TE
1STW-TWU03|01-APR-16|31-MAR-17|1STW-TWU03: Trade Effluent NHH NilCon Mog|Active||Test|TE
1STW-TWU11|01-APR-16|31-MAR-17|1STW-TWU11: Trade Effluent NHH TWU09 33%S|Active||Test|TE
1STW-TWU16_PB|01-APR-16|31-MAR-17|1STW-TWU16: Trade Effluent NHH RegStrNilC pool backwash|Active||Test|TE
1STW-TWU16_CW|01-APR-16|31-MAR-17|1STW-TWU16: Trade Effluent NHH RegStrNilC car wash|Active||Test|TE
1STW-TWU16_GH|01-APR-16|31-MAR-17|1STW-TWU16: Trade Effluent NHH RegStrNilC gas holder|Active||Test|TE
1STW-TWU16_PS|01-APR-16|31-MAR-17|1STW-TWU16: Trade Effluent NHH RegStrNilC paint stripping|Active||Test|TE
1STW-TWU16_L|01-APR-16|31-MAR-17|1STW-TWU16: Trade Effluent NHH RegStrNilC launderette|Active||Test|TE
1STW-TWU06_PB|01-APR-16|31-MAR-17|1STW-TWU06: Trade Effluent NHH R Strength pool backwash|Active||Test|TE
1STW-TWU06_CW|01-APR-16|31-MAR-17|1STW-TWU06: Trade Effluent NHH R Strength car wash|Active||Test|TE
1STW-TWU06_GH|01-APR-16|31-MAR-17|1STW-TWU06: Trade Effluent NHH R Strength gas holder|Active||Test|TE
1STW-TWU06_PS|01-APR-16|31-MAR-17|1STW-TWU06: Trade Effluent NHH R Strength paint stripping|Active||Test|TE
1STW-TWU06_L|01-APR-16|31-MAR-17|1STW-TWU06: Trade Effluent NHH R Strength launderette|Active||Test|TE
1STW-TWU06_SWS|01-APR-16|31-MAR-17|1STW-TWU06: Trade Effluent NHH R Strength surface water sewer|Active||Test|TE
1STWmMW001|01-APR-16|31-MAR-17|1STWmMW001|Active||Test|MPW
1STWmMW003|01-APR-16|31-MAR-17|1STWmMW003|Active||Test|MPW
1STWmMW005|01-APR-16|31-MAR-17|1STWmMW005|Active||Test|MPW
1STW-MW001|01-APR-16|31-MAR-17|1STW-MW001|Active||Test|MPW
1STW-MW003|01-APR-16|31-MAR-17|1STW-MW003|Active||Test|MPW
1STW-MW809|01-APR-16|31-MAR-17|1STW-MW809|Active||Test|MPW
1STW-MW813|01-APR-16|31-MAR-17|1STW-MW813|Active||Test|MPW
1STW-MW815|01-APR-16|31-MAR-17|1STW-MW815|Active||Test|MPW
1STW-MW818|01-APR-16|31-MAR-17|1STW-MW818|Active||Test|MPW
1STW-MW819|01-APR-16|31-MAR-17|1STW-MW819|Active||Test|MPW
1STW-MW823|01-APR-16|31-MAR-17|1STW-MW823|Active||Test|MPW
1STW-MW825|01-APR-16|31-MAR-17|1STW-MW825|Active||Test|MPW
1STW-MW826|01-APR-16|31-MAR-17|1STW-MW826|Active||Test|MPW
1STW-MW827|01-APR-16|31-MAR-17|1STW-MW827|Active||Test|MPW
1STW-MW828|01-APR-16|31-MAR-17|1STW-MW828|Active||Test|MPW
1STW-MW829|01-APR-16|31-MAR-17|1STW-MW829|Active||Test|MPW
1STW-MW830|01-APR-16|31-MAR-17|1STW-MW830|Active||Test|MPW
